ID_cliente,cluster_kmeans,prob_base,prob_scenario,delta_prob
C00039,2,0.04881164912255086,0.08978369056240522,0.04097204143985436
C00040,0,0.0023067610846498774,0.0077692419462828495,0.005462480861632972
C00041,1,0.57223080120759,0.7020989125190635,0.12986811131147358
C00042,4,0.19819993747480152,0.2124077090350348,0.014207771560233284
C00043,0,0.0013967630989626275,0.0026813875577995235,0.001284624458836896
C00044,2,0.030784085372420094,0.033492110278651135,0.0027080249062310414
C00045,4,0.20989995019880106,0.22471137184143206,0.014811421642630995
C00046,2,0.01371732047726588,0.02603789204157062,0.012320571564304739
C00047,0,0.0011591716880532399,0.0012645422339422295,0.00010537054588898964
C00048,0,0.0019668208051178806,0.003773754772812135,0.0018069339676942543
C00049,3,0.5056107379102818,0.5273611122698607,0.02175037435957894
C00050,3,0.3956606353183047,0.6891694565982392,0.29350882127993455
C00051,2,0.04464653722511271,0.13663949547263327,0.09199295824752055
C00052,5,0.7637586593411233,0.8613874896005969,0.09762883025947355
C00053,1,0.734877858127475,0.9037263557042067,0.1688484975767317
C00054,4,0.24001812410380255,0.2562654902088103,0.016247366105007738
C00055,0,0.002310302504037669,0.004431394725383344,0.0021210922213456746
C00056,0,0.0013946515176046453,0.002677339129468524,0.0012826876118638786
C00057,3,0.26382595469669834,0.2810888537697987,0.017262899073100357
C00058,4,0.3658861337781828,0.3863226580634287,0.020436524285245894
C00059,5,0.9198072223456851,0.9198072223456851,0.0
C00060,4,0.18240378888313052,0.19575568216244665,0.01335189327931613
C00061,2,0.027483904681307982,0.029910577350943865,0.0024266726696358827
C00062,4,0.19364462394218446,0.20761040421534238,0.013965780273157924
C00063,4,0.13187458911188435,0.2260028414650424,0.09412825235315805
C00064,4,0.24292733643076087,0.36115775357081487,0.118230417140054
C00065,2,0.021089175962126165,0.03976402470034011,0.018674848738213942
C00066,4,0.43037220284753946,0.45184404688989416,0.021471844042354693
C00067,2,0.0242326848257303,0.02638008003880494,0.0021473952130746377
C00068,0,0.005938729294765731,0.011353177625357348,0.005414448330591617
C00069,3,0.36102577781753065,0.8448152910535647,0.48378951323603403
C00070,3,0.5760344683404819,0.5971551200752601,0.021120651734778173
C00071,5,0.7856027086087201,0.8756737658834232,0.0900710572747031
C00072,4,0.6201249555771517,0.8992701351081102,0.2791451795309584
C00073,0,0.0019781755682563395,0.006667756048905019,0.004689580480648679
C00074,2,0.01665535323239191,0.031530434083365554,0.014875080850973645
C00075,0,0.0027064745559903223,0.005189401045354615,0.0024829264893642925
C00076,0,0.0020013871605226202,0.0021831490962638724,0.00018176193574125218
C00077,5,0.8976422323761826,0.8976422323761826,0.0
C00078,0,0.0027218408597075154,0.002968838302794246,0.0002469974430867306
C00079,4,0.20266594643791588,0.21710717331500407,0.014441226877088181
C00080,0,0.0019332275233920942,0.002108812418667548,0.0001755848952754537
C00081,4,0.16024635772208126,0.17231817304195618,0.012071815319874918
C00082,0,0.0020117820095006105,0.003859862443907089,0.0018480804344064784
C00083,2,0.028981048019139317,0.05425695521385218,0.025275907194712864
C00084,2,0.05461803562312861,0.059294426338288575,0.0046763907151599685
C00085,3,0.34963609482884767,0.5082055112717824,0.1585694164429347
C00086,2,0.02061231975926068,0.022446274029918382,0.0018339542706577033
C00087,3,0.23928843614100892,0.3768076379268609,0.13751920178585197
C00088,0,0.0013678797298684769,0.008106479736197563,0.006738600006329086
C00089,2,0.03401463542631812,0.03699599877422178,0.002981363347903658
C00090,3,0.3237692303367483,0.34312624933062263,0.01935701899387432
C00091,5,0.9757061353919326,0.9776875999971811,0.0019814646052485063
C00092,2,0.04382549071953842,0.13436463872462442,0.090539148005086
C00093,1,0.6026331465923221,0.7311027911628183,0.12846964457049614
C00094,1,0.7436052268236503,0.7436052268236503,0.0
C00095,0,0.001471729334718588,0.004966673161993121,0.0034949438272745327
C00096,3,0.4026782696093254,0.6954026656625917,0.2927243960532663
C00097,5,0.8649608427638464,0.9248804481887154,0.05991960542486896
C00098,0,0.0033574139277567625,0.006433661377876835,0.0030762474501200726
C00099,0,0.0035218517665753656,0.0038411677505991756,0.00031931598402381006
C00100,4,0.2636558659463135,0.2809118824142012,0.017256016467887658
C00101,0,0.0023886404065983735,0.00458132451300679,0.0021926841064084167
C00102,1,0.4701732374528302,0.630419127886846,0.16024589043401577
C00103,3,0.2594548245667929,0.276539147906771,0.017084323339978058
C00104,0,0.0017016718896596254,0.0018562649184254956,0.0001545930287658703
C00105,4,0.2901920412375198,0.5806316230591159,0.29043958182159607
C00106,3,0.3168573959773578,0.6068629082329333,0.2900055122555755
C00107,5,0.8349960075310139,0.9059336779317833,0.07093767040076937
C00108,4,0.11645724266532062,0.12572417451315224,0.009266931847831616
C00109,3,0.17924285493981382,0.19241782309725547,0.013174968157441652
C00110,0,0.0013346059619238659,0.0014559005171379815,0.00012129455521411566
C00111,0,0.0009541186477997279,0.0010408689708845133,8.67503230847854e-05
C00112,0,0.003818761092283432,0.00416488446068121,0.0003461233683977778
C00113,3,0.5453518920364611,0.6974895474441333,0.1521376554076722
C00114,0,0.0013482987788653658,0.00147083596153998,0.0001225371826746142
C00115,2,0.029283412457838574,0.0548081429736731,0.025524730515834523
C00116,2,0.021205578299595674,0.0230910724746642,0.001885494175068527
C00117,4,0.23378051231086827,0.24974439582487948,0.015963883514011207
C00118,0,0.00259173956067641,0.002826964237351161,0.00023522467667475098
C00119,0,0.003155885641061331,0.0034421351658313216,0.0002862495247699906
C00120,3,0.4517204470765174,0.4733722701028218,0.021651823026304418
C00121,0,0.00532272227079505,0.005804366824026764,0.0004816445532317146
C00122,0,0.0018439649533616188,0.002011458937535837,0.00016749398417421815
C00123,0,0.0012521880882376754,0.0024041648146347567,0.0011519767263970812
C00124,5,0.7516623654704617,0.9111142391983467,0.15945187372788494
C00125,0,0.0025599588894635768,0.004909133188090183,0.002349174298626606
C00126,4,0.32089213488749746,0.33681993353320816,0.0159277986457107
C00127,0,0.0018337239033666883,0.006182980220354433,0.004349256316987744
C00128,1,0.7014086576581408,0.7119833755575387,0.0105747178993979
C00129,4,0.16548598607936651,0.1778689123980436,0.012382926318677073
C00130,3,0.3088241437759278,0.4620336922535255,0.15320954847759766
C00131,3,0.5191907009667335,0.7852653945263747,0.2660746935596412
C00132,0,0.0018315913337030637,0.0019979636271376614,0.00016637229343459772
C00133,0,0.0019138849937072294,0.0020877167834359427,0.00017383178972871336
C00134,2,0.11748712425851444,0.1268242442166617,0.009337119958147247
C00135,3,0.2616111354892936,0.27878399348002425,0.01717285799073065
C00136,4,0.09094070225324163,0.16127951947453018,0.07033881722128854
C00137,3,0.43380908421045483,0.5955933919901629,0.1617843077797081
C00138,0,0.0012314319061345134,0.0041581131076245306,0.002926681201490017
C00139,4,0.2750618685489112,0.42174206944499776,0.14668020089608658
C00140,4,0.22560183384085136,0.2411830251193104,0.015581191278459028
C00141,0,0.0010015759363737658,0.0010926364493040344,9.106051293026858e-05
C00142,4,0.19033732144868526,0.20412495826299676,0.013787636814311499
C00143,4,0.32103272879598077,0.454457657599371,0.13342492880339024
C00144,2,0.03935283000875149,0.042781361256802874,0.0034285312480513835
C00145,0,0.0023750138532870765,0.01400548629438895,0.011630472441101873
C00146,3,0.2607645034672964,0.27790270274050277,0.017138199273206367
C00147,4,0.3050286347620447,0.5978111993599788,0.2927825645979341
C00148,1,0.5046778830466986,0.5264308582223495,0.02175297517565089
C00149,5,0.7393931938627171,0.7558254374038059,0.016432243541088853
C00150,0,0.0017503505317691438,0.0019093574464523174,0.00015900691468317355
C00151,0,0.004302833967601913,0.00823816698069054,0.0039353330130886275
C00152,0,0.0027124167935817143,0.0052007662779714105,0.0024883494843896963
C00153,0,0.0015592810291700202,0.0017009602123900641,0.00014167918322004398
C00154,4,0.22736622755930808,0.36128783501023654,0.13392160745092846
C00155,0,0.001724051655883526,0.0018806740054019058,0.00015662234951837987
C00156,4,0.1966473105082629,0.21077304109054007,0.014125730582277174
C00157,0,0.0021290231301897018,0.002322349732827385,0.00019332660263768342
C00158,5,0.9331130839786276,0.9350288305132511,0.0019157465346235636
C00159,1,0.5167067487170327,0.53841461698688,0.021707868269847275
C00160,2,0.015283081681755725,0.016650935349376915,0.0013678536676211897
C00161,3,0.360863270617107,0.3811878927057679,0.020324622088660926
C00162,0,0.0015972861781920963,0.001742412553824193,0.0001451263756320966
C00163,0,0.0021058318765302866,0.004039959462414276,0.0019341275858839897
C00164,4,0.2591090226906139,0.27617906786762797,0.017070045177014048
C00165,3,0.5133934277454488,0.5351162221765344,0.0217227944310856
C00166,5,0.732723134224358,0.9027623345395801,0.17003920031522213
C00167,4,0.405736297697597,0.4269001702422104,0.021163872544613382
C00168,1,0.7525734655538011,0.8427374928999103,0.09016402734610918
C00169,5,0.6929343146095783,0.8126523914673641,0.1197180768577858
C00170,0,0.002985933239668016,0.0032568178691968516,0.0002708846295288356
C00171,0,0.002210262479311259,0.004239898125984457,0.002029635646673198
C00172,5,0.835768040126773,0.8473778305034363,0.01160979037666332
C00173,3,0.6761038490175615,0.9256764050765731,0.24957255605901163
C00174,0,0.0010317400622474198,0.0011255399242235558,9.379986197613596e-05
C00175,0,0.0019550615113037594,0.0037512327277098192,0.0017961712164060598
C00176,3,0.25934252852906137,0.27642221759236074,0.017079689063299375
C00177,0,0.0012584283114864022,0.0013728090412918064,0.00011438072980540412
C00178,3,0.29082719875986673,0.30911501176945044,0.01828781300958371
C00179,3,0.31756880862365733,0.3367397228369858,0.01917091421332845
C00180,4,0.2522318102197377,0.2522318102197377,0.0
C00181,2,0.027693114043967616,0.08797061674968436,0.060277502705716746
C00182,5,0.742580028384921,0.9030823258568498,0.1605022974719288
C00183,4,0.25254320474798914,0.26933794295378316,0.016794738205794024
C00184,0,0.00481847940936079,0.0052547368861652465,0.0004362574768044568
C00185,4,0.28707448205894415,0.3052278816545805,0.018153399595636333
C00186,0,0.003645242861688755,0.003975701719490074,0.0003304588578013192
C00187,4,0.302649606212045,0.3213439755163691,0.01869436930432411
C00188,3,0.42047743571804297,0.4418385322667709,0.02136109654872792
C00189,2,0.04840763185607255,0.08907230203730274,0.040664670181230184
C00190,1,0.6344479636493237,0.7693794924330271,0.1349315287837034
C00191,4,0.12475400501471963,0.2150588597271283,0.09030485471240866
C00192,1,0.6616519709323054,0.8585590322496233,0.19690706131731783
C00193,2,0.04089634484521334,0.044453128790090855,0.0035567839448775174
C00194,1,0.6484666624250747,0.7647068215319505,0.1162401591068758
C00195,5,0.8111208200633001,0.8111208200633001,0.0
C00196,4,0.17682625976013533,0.4211190481839409,0.24429278842380558
C00197,5,0.6595519960076295,0.678831798254221,0.019279802246591538
C00198,4,0.394798626963083,0.5563295425120552,0.16153091554897225
C00199,1,0.6122516825251869,0.6327184875100095,0.020466804984822562
C00200,0,0.0011273039263430577,0.0012297812087244035,0.00010247728238134586
C00201,0,0.0022849393587648704,0.0024923886200960373,0.00020744926133116695
C00202,5,0.8332624021813653,0.8995923634561334,0.06632996127476809
C00203,2,0.062430141283905796,0.11346975556930808,0.05103961428540228
C00204,0,0.0017274367182449333,0.003315177139251398,0.0015877404210064647
C00205,3,0.4637872711243588,0.6244217499762835,0.16063447885192472
C00206,0,0.0051545786315311025,0.005621094120918372,0.00046651548938726924
C00207,1,0.2865703613240644,0.5763283039108508,0.2897579425867864
C00208,1,0.6641297265123938,0.9540989409878331,0.28996921447543933
C00209,0,0.0018969945323253224,0.0036400125128399,0.0017430179805145777
C00210,5,0.9141525634353543,0.9911456482246582,0.07699308478930389
C00211,0,0.0017663358076132271,0.001926792068183338,0.00016045626057011085
C00212,4,0.2644475786304556,0.40865831617478027,0.14421073754432467
C00213,0,0.0027362757686085946,0.005246398140309768,0.002510122371701174
C00214,4,0.33128844976964233,0.3508617689569399,0.019573319187297544
C00215,3,0.4474729295101961,0.6088730930221256,0.16140016351192943
C00216,2,0.024260932409576615,0.045613556731619334,0.02135262432204272
C00217,5,0.841132631100076,0.9471749344660858,0.10604230336600984
C00218,0,0.006492471132744959,0.012405475642430167,0.0059130045096852085
C00219,3,0.2438032142855297,0.2602190710599612,0.016415856774431525
C00220,2,0.011525872875287772,0.012561741719796266,0.0010358688445084932
C00221,4,0.15975413693286808,0.2676468635878051,0.10789272665493702
C00222,3,0.4416365908444965,0.6032299318809469,0.16159334103645034
C00223,0,0.0019090812437263602,0.0020824776352136062,0.00017339639148724597
C00224,2,0.04477567076887122,0.04865272766074069,0.003877056891869471
C00225,0,0.001299947294118768,0.00249575131134087,0.0011958040172221017
C00226,1,0.6304900526890502,0.6505436448349373,0.02005359214588709
C00227,5,0.7478129159157606,0.8507436806100805,0.10293076469431994
C00228,1,0.5269542824748609,0.6816545572281194,0.15470027475325854
C00229,3,0.3153512473182843,0.33445390053055557,0.01910265321227128
C00230,2,0.04428011351371152,0.08177544002867777,0.03749532651496625
C00231,0,0.003535126455422686,0.011871801497059803,0.008336675041637116
C00232,5,0.6273321896936264,0.6474613345300294,0.020129144836403046
C00233,0,0.0032312000765228623,0.005678852419504645,0.002447652342981783
C00234,4,0.19959857627809993,0.45785354589550514,0.25825496961740524
C00235,4,0.5501184764515427,0.6829806187552829,0.13286214230374027
C00236,5,0.8144292343153022,0.8940235686532831,0.07959433433798091
C00237,0,0.0025516970791319136,0.00858920048184076,0.006037503402708847
C00238,4,0.2672124654737214,0.5525567995779604,0.28534433410423904
C00239,0,0.001728418921446199,0.0033170591160054962,0.0015886401945592972
C00240,5,0.7258220067584906,0.7428123164325998,0.016990309674109194
C00241,2,0.029300825396644466,0.03188266256216303,0.002581837165518564
C00242,5,0.9907565573543328,0.9907565573543328,0.0
C00243,0,0.0025443544436122016,0.0027752904429722168,0.00023093599936001514
C00244,1,0.48036814021239166,0.9066972358012159,0.4263290955888242
C00245,4,0.4424147674049364,0.6039848442185626,0.16157007681362617
C00246,0,0.003258508327227175,0.010950019944630792,0.007691511617403618
C00247,3,0.16836378117542933,0.2801326056716233,0.11176882449619396
C00248,0,0.0021941210350251397,0.0023933446952006695,0.0001992236601755298
C00249,4,0.24502012385683672,0.24594209588534063,0.0009219720285039146
C00250,5,0.8905075107749308,0.9649653262910128,0.074457815516082
C00251,5,0.9427459818119146,0.9666781806000245,0.023932198788109926
C00252,1,0.689461283396832,0.707797701665112,0.01833641826828003
C00253,5,0.7970931428704738,0.8830555078078943,0.08596236493742049
C00254,0,0.0018486471270246468,0.0020165655506847115,0.00016791842366006469
C00255,2,0.024985566196763745,0.027197818862318066,0.0022122526655543213
C00256,4,0.26319427939033957,0.26319427939033957,0.0
C00257,5,0.9131411716945931,0.9527356724933449,0.03959450079875182
C00258,3,0.4591120807305882,0.48080750380850273,0.021695423077914555
C00259,4,0.30641375011221283,0.45922199262460084,0.152808242512388
C00260,2,0.025186998336272217,0.047315152120945975,0.022128153784673758
C00261,3,0.5275499797689656,0.5491957292799838,0.021645749511018275
C00262,2,0.03324087641636659,0.06199480687428005,0.02875393045791346
C00263,5,0.7317350388633079,0.839822434069596,0.10808739520628807
C00264,0,0.0024422092166957263,0.002663898858462732,0.0002216896417670056
C00265,0,0.002585571262226684,0.0028202376909149903,0.00023466642868830634
C00266,0,0.0026607267172064205,0.0051018987290851955,0.002441172011878775
C00267,0,0.0019266667463114055,0.0021016570154498266,0.00017499026913842105
C00268,3,0.6110085721059842,0.6110085721059842,0.0
C00269,0,0.0015291932559202866,0.009055267846175843,0.007526074590255557
C00270,2,0.029732515828673006,0.05562627263173106,0.025893756803058054
C00271,4,0.2055311882619031,0.22012021737752638,0.014589029115623264
C00272,4,0.2341562532398959,0.37016119383350987,0.13600494059361398
C00273,1,0.6728552206932034,0.8744560014683457,0.20160078077514232
C00274,1,0.5762922234244857,0.7233289856853243,0.14703676226083862
C00275,4,0.2338204496645273,0.24978617128468253,0.01596572162015522
C00276,3,0.34564018462301715,0.3655978559640352,0.019957671341018057
C00277,0,0.0019387999869735426,0.0037200869601850006,0.001781286973211458
C00278,1,0.7069202782872122,0.7246375234460509,0.017717245158838768
C00279,2,0.02849094858950341,0.031003702875844606,0.0025127542863411963
C00280,0,0.005268230108082895,0.016292820090792373,0.011024589982709478
C00281,4,0.15284128749841494,0.25749604342712024,0.1046547559287053
C00282,5,0.8333273446619333,0.9057539659970144,0.07242662133508115
C00283,3,0.30141736499110683,0.32007055499306736,0.01865319000196053
C00284,3,0.5084764183715008,0.5084764183715008,0.0
C00285,4,0.1806777429172063,0.29769500290393613,0.11701725998672982
C00286,4,0.21524404318420723,0.2303226372916515,0.015078594107444276
C00287,2,0.04521094240882389,0.08342566926786053,0.038214726859036645
C00288,4,0.19962283092890087,0.21390538986120383,0.014282558932302958
C00289,3,0.41728947206296946,0.438611189137566,0.02132171707459657
C00290,4,0.30860593102321626,0.6018485916661208,0.29324266064290455
C00291,4,0.38209269829954406,0.40285934501189297,0.020766646712348902
C00292,3,0.28061021359884103,0.5691494000747548,0.28853918647591376
C00293,5,0.871498032954003,0.9287558751146803,0.05725784216067731
C00294,1,0.44377882758943427,0.7298730604484793,0.28609423285904506
C00295,4,0.3166178040452989,0.47105870216152534,0.15444089811622647
C00296,1,0.6932144562895907,0.7992389607597857,0.10602450447019507
C00297,0,0.0029204720195585903,0.003185436964282966,0.00026496494472437546
C00298,0,0.0012931591833059463,0.001410692203419385,0.00011753302011343865
C00299,0,0.0013289096001720404,0.0025512875929009577,0.0012223779927289173
C00300,2,0.08136422308097588,0.23074031162796682,0.14937608854699094
C00301,0,0.0016580971244378835,0.001808738657090054,0.0001506415326521706
C00302,2,0.05232562433978438,0.05681753523694224,0.004491910897157857
C00303,3,0.48817453521853466,0.6470628617567022,0.1588883265381676
C00304,0,0.003163314495559635,0.00606279922994602,0.0028994847343863854
C00305,1,0.35347042364716563,0.37362206957911315,0.020151645931947515
C00306,0,0.001359670705541481,0.0026102698933337144,0.0012505991877922334
C00307,1,0.522574656265935,0.6778315422553616,0.15525688598942655
C00308,3,0.39552319780668016,0.41652773763265444,0.021004539825974278
C00309,5,0.8627467726982494,0.9171810354358697,0.05443426273762031
C00310,1,0.3651012221324281,0.5032657600784488,0.13816453794602068
C00311,3,0.3454568492283123,0.5035985371415922,0.15814168791327987
C00312,0,0.0022483750867663245,0.004312857430859886,0.0020644823440935612
C00313,0,0.0022509714835924313,0.0024553443967017382,0.0002043729131093069
C00314,2,0.07143392991124252,0.12882315699014754,0.05738922707890502
C00315,0,0.0018845694891773126,0.003616212313979433,0.0017316428248021203
C00316,4,0.2799696148952087,0.29786144304934487,0.017891828154136147
C00317,2,0.03327530531591292,0.062057105658626245,0.028781800342713326
C00318,0,0.002306988137100092,0.0077700024785512765,0.005463014341451185
C00319,2,0.053469470913101065,0.09794863963738672,0.04447916872428565
C00320,4,0.3211739999314942,0.6157237087279703,0.29454970879647613
C00321,4,0.1538155533820184,0.16549839328787397,0.011682839905855558
C00322,4,0.25421771351934963,0.6703856554577579,0.4161679419384082
C00323,5,0.9273426806116727,0.932997902420529,0.005655221808856359
C00324,5,0.7649344806849581,0.8621650856824407,0.0972306049974826
C00325,1,0.23160672051221254,0.6426562074199039,0.4110494869076914
C00326,3,0.6190210442055717,0.6190210442055717,0.0
C00327,2,0.023854384838467295,0.04486564959526661,0.021011264756799312
C00328,3,0.5542038762883867,0.8812000213047502,0.3269961450163634
C00329,0,0.002410921141952683,0.004623963344673944,0.002213042202721261
C00330,0,0.0033214584269637758,0.006364971864704683,0.0030435134377409076
C00331,4,0.17341863636144186,0.5559108697713693,0.38249223340992744
C00332,3,0.17698457694847328,0.2924637412830698,0.11547916433459651
C00333,0,0.0028869537676397606,0.009709977144336109,0.006823023376696349
C00334,0,0.0010887316550803486,0.0020906479791030753,0.0010019163240227267
C00335,0,0.006517703604269151,0.02173459458603179,0.015216890981762637
C00336,5,0.9019785993093135,0.9019785993093135,0.0
C00337,5,0.6933190513763947,0.8129276237077412,0.11960857233134647
C00338,1,0.327782640355049,0.34725638964387123,0.01947374928882223
C00339,3,0.49090028764365584,0.5126740664134346,0.021773778769778762
C00340,4,0.273356672913195,0.4196539444323932,0.1462972715191982
C00341,4,0.1773532049876593,0.19042150216740006,0.013068297179740757
C00342,4,0.2894252654004222,0.5797242033138653,0.29029893791344313
C00343,4,0.21114292655337163,0.3397102498022469,0.12856732324887526
C00344,0,0.001704338313152845,0.0018591731293098686,0.00015483481615702365
C00345,4,0.37949203779528723,0.4002088863542173,0.02071684855893008
C00346,3,0.33571342469056054,0.6311986752128061,0.2954852505222456
C00347,2,0.0400454347462277,0.07423345896343472,0.03418802421720702
C00348,2,0.043513961593584685,0.13349937777969892,0.08998541618611423
C00349,5,0.8369286313224186,0.9023013052304485,0.06537267390802992
C00350,4,0.19262524842176737,0.31441101943717736,0.12178577101541
C00351,4,0.1538284467613147,0.16551207441645407,0.011683627655139361
C00352,3,0.6274160856298071,0.7639776112523031,0.13656152562249602
C00353,3,0.386876095222222,0.6801319062777946,0.29325581105557263
C00354,2,0.05095437885971342,0.055335448198204205,0.004381069338490785
C00355,4,0.26674966965622415,0.41151345682436385,0.1447637871681397
C00356,3,0.2726334482985996,0.2902454341382737,0.017611985839674105
C00357,2,0.07379378220886469,0.132807731214955,0.05901394900609032
C00358,5,0.712431093551472,0.8935035855201311,0.18107249196865904
C00359,4,0.45660847327416515,0.6176204374565338,0.16101196418236868
C00360,4,0.19749368208301518,0.21166419130043387,0.014170509217418692
C00361,3,0.4635295450594132,0.6241786677761069,0.16064912271669368
C00362,5,0.7991437216587297,0.8077888266483786,0.008645104989648877
C00363,2,0.039636581614243764,0.07350228156431023,0.03386569995006646
C00364,4,0.38632370794793364,0.40716878105514576,0.02084507310721212
C00365,3,0.21921370434870932,0.48739365444649957,0.2681799500977903
C00366,0,0.0013916869971541033,0.0015181614284954436,0.00012647443134134037
C00367,5,0.7171874143739309,0.7204571453047466,0.0032697309308157285
C00368,5,0.8004547101719496,0.8851980458457898,0.08474333567384018
C00369,3,0.2955891413580599,0.3140437934341981,0.018454652076138167
C00370,4,0.24879915647455503,0.26543332591036395,0.01663416943580892
C00371,4,0.12242680454521093,0.21145406711565307,0.08902726257044213
C00372,0,0.0008433754887864787,0.0016198664683784913,0.0007764909795920127
C00373,5,0.8247817680009067,0.8370167418013646,0.012234973800457905
C00374,4,0.5308623962243532,0.6850484808321893,0.15418608460783612
C00375,4,0.24037114711999696,0.3782032269291676,0.13783207980917062
C00376,4,0.3124117231598107,0.3314225089956372,0.019010785835826494
C00377,4,0.2289738053810005,0.36339694376734505,0.13442313838634454
C00378,2,0.051549122806299,0.0559783121590928,0.004429189352793794
C00379,3,0.469491103038126,0.7498159555520109,0.28032485251388484
C00380,4,0.2113584418985228,0.3400004343636216,0.1286419924650988
C00381,3,0.6089635304240506,0.7495890437226791,0.1406255132986285
C00382,5,0.9009662755902577,0.9459086416192615,0.04494236602900381
C00383,5,0.7227243911410076,0.7398378509511152,0.01711345981010759
C00384,5,0.7445546441449433,0.8485459423053328,0.10399129816038943
C00385,4,0.4180518064867447,0.43938310447019613,0.021331297983451403
C00386,0,0.002791256356968418,0.005351544513860947,0.0025602881568925285
C00387,0,0.0010097648532202122,0.0011015690588572372,9.1804205637025e-05
C00388,5,0.9251074470214647,0.9309236870548752,0.005816240033410414
C00389,3,0.4600388594123846,0.6208783303567778,0.16083947094439316
C00390,4,0.17388611423526534,0.416170554449088,0.24228444021382267
C00391,4,0.5481964674228066,0.6999060427481154,0.15170957532530882
C00392,2,0.033107826383699926,0.03601267156076838,0.0029048451770684533
C00393,3,0.4375787400626838,0.4591203353870521,0.02154159532436828
C00394,0,0.0015872860830739204,0.003046602860922235,0.0014593167778483144
C00395,0,0.0020704932680353214,0.0022585170776971593,0.00018802380966183785
C00396,0,0.0005577187552704937,0.00107148925950059,0.0005137705042300962
C00397,1,0.5615281192806743,0.704428318650617,0.1429001993699427
C00398,1,0.8018847071301637,0.9320069027218942,0.13012219559173055
C00399,2,0.04224654881072207,0.04591513931032201,0.003668590499599944
C00400,5,0.9259872022261036,0.9600779839052653,0.034090781679161686
C00401,4,0.3044651640940091,0.45601560302040733,0.15155043892639825
C00402,2,0.04905406287857065,0.09021028621781349,0.04115622333924284
C00403,3,0.45419493491539303,0.47586242362339326,0.021667488708000227
C00404,0,0.0012367311493483642,0.0013491424504770836,0.00011241130112871938
C00405,0,0.0022319551346588573,0.002434605705484613,0.00020265057082575555
C00406,0,0.0008390223246245773,0.00498531275104237,0.004146290426417793
C00407,0,0.001145987087166929,0.0022004772327436036,0.0010544901455766746
C00408,0,0.004275013243367671,0.004662296673224994,0.0003872834298573229
C00409,5,0.9557811445232248,0.9744125265009552,0.0186313819777304
C00410,0,0.000981555878218044,0.01787160823635999,0.016890052358141946
C00411,3,0.34000457120613004,0.3598157685744944,0.01981119736836434
C00412,3,0.21999473006664813,0.3515500079580209,0.13155527789137275
C00413,3,0.27335002482685505,0.6917856625676724,0.4184356377408173
C00414,5,0.808262081459377,0.8132263569312265,0.004964275471849522
C00415,2,0.022534506321649023,0.024535200214043117,0.002000693892394094
C00416,3,0.24391277076603624,0.38275240364232394,0.1388396328762877
